numero,annee,article,bureau,code_commission,code_imp,commissionnaire,importateur,numero.1,origine,produit,provenance,regime,date,libelle_produit,origine_encoded,provenance_encoded,importateur_encoded,commissionnaire_encoded,regime_encoded,pays_correspondance,transaction_repetitivite,risk_score,risk_category
33102,2018,2,15M,6482,6482,Bafribofridatus,Enulius,12203,SÉNÉGAL,303890000,SÉNÉGAL,9969,21/03/2018,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",96,93,2746,77,85,1,0.561046511627907,0.38309512237874094,Vert (Risque Faible)
33103,2018,1,10S,28564,63306,Eugufridabulius,Begudadafribulius,11209,CHINE,6908900000,CHINE,8797,13/07/2021,#NOM?,21,21,1257,233,67,1,0.0029069767441860465,0.16994531195414544,Vert (Risque Faible)
33104,2019,6,18N,30148,109322,Aldalus,Binulaubufributin,53642,CHINE,6401929000,CHINE,8797,30/05/2019,#NOM?,21,21,1517,23,67,1,0.011627906976744186,0.2238113714256809,Vert (Risque Faible)
33105,2019,2,18N,107395,107395,Balius,Balius,53646,FRANCE,2103909900,FRANCE,8797,30/05/2019,#NOM?,35,35,1087,81,67,1,0.055232558139534885,0.2092403774297834,Vert (Risque Faible)
33106,2018,3,15M,6482,6482,Bafribofridatus,Enulius,12203,SÉNÉGAL,307490000,SÉNÉGAL,9969,21/03/2018,- SEICHES ET SEPIOLES; CALMARS ET ENCORNETS :-- AUTRES,96,93,2746,77,85,1,0.561046511627907,0.2429982511114509,Vert (Risque Faible)
33107,2019,1,18N,32440,25756,Ebefritin,Abutin,53660,CHINE,4202199900,CHINE,8797,30/05/2019,#NOM?,21,21,104,207,67,1,0.00872093023255814,0.19862941169624235,Vert (Risque Faible)
33108,2019,2,18N,32440,25756,Ebefritin,Abutin,53660,CHINE,4202219000,CHINE,8797,30/05/2019,#NOM?,21,21,104,207,67,1,0.00872093023255814,0.2478802000418233,Vert (Risque Faible)
33109,2019,1,18N,394,394,Alaubutin,Egunulaucio,53681,ÉMIRATS ARABES UNIS,3920102000,ÉMIRATS ARABES UNIS,1159,30/05/2019,-- imprimÃ©es,109,105,2705,13,1,1,0.026162790697674417,0.17969684389966756,Vert (Risque Faible)
33110,2019,10,18N,28681,68007,Alfrifrilius,Anulauguslus,53688,CHINE,4202299000,CHINE,8797,30/05/2019,#NOM?,21,21,684,26,67,1,0.03197674418604651,0.18811485059289404,Vert (Risque Faible)
33111,2019,2,18N,31166,31166,Enulautus,Digucus,53697,FRANCE,7308909900,FRANCE,1450,30/05/2019,#NOM?,35,35,2061,220,3,1,0.7296511627906976,0.4302131897942624,Orange (Risque Modéré)
33112,2019,2,18N,17691,622,Aunulaugusbotin,Ditin,53699,CHINE,8471419000,CHINE,8797,30/05/2019,#NOM?,21,21,2107,65,67,1,0.029069767441860468,0.11107228514649001,Vert (Risque Faible)
33113,2019,3,18N,82800,92154,Fabufritor,Bidabotin,53728,FRANCE,8418299000,FRANCE,8797,30/05/2019,#NOM?,35,35,1420,246,67,1,0.0,0.08528173516611105,Vert (Risque Faible)
33114,2019,4,18N,32334,123688,Begugusfrigustus,Dobodagunus,53731,TURQUIE,8502119000,TURQUIE,8797,30/05/2019,#NOM?,105,100,2170,98,67,1,0.005813953488372093,0.10395526089204007,Vert (Risque Faible)
33115,2019,5,18N,32334,123688,Begugusfrigustus,Dobodagunus,53731,TURQUIE,6405909000,TURQUIE,8797,30/05/2019,#NOM?,105,100,2170,98,67,1,0.005813953488372093,0.2014790000139392,Vert (Risque Faible)
33116,2019,3,18N,91861,88588,Banus,Bibebefritus,53736,CHINE,8528720081,CHINE,8797,30/05/2019,---- LED 14 Pouces,21,21,1323,83,67,1,0.0029069767441860465,0.23786116170281502,Vert (Risque Faible)
33117,2019,4,18N,91861,88588,Banus,Bibebefritus,53736,CHINE,8418299000,CHINE,8797,30/05/2019,#NOM?,21,21,1323,83,67,1,0.0029069767441860465,0.1180788276106365,Vert (Risque Faible)
33118,2019,1,18N,82800,82800,Fabufritor,Fabufritor,53751,ALLEMAGNE,8703332000,ROYAUME-UNI,1450,30/05/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON À ALLUMAGE PAR COMPRESSION (DIESEL OU SEMI-DIESEL) : -- D'UNE CYLINDRÉE EXCÉDANT 2500 CM3 : ---USAGÉS",3,81,3042,246,3,0,0.4941860465116279,0.8224032910343996,Rouge (Très Susceptible de Fraude)
33119,2019,9,18N,98665,38404,Bifrigubugusaulius,Bebibofrinus,53757,CHINE,4013909000,CHINE,8797,30/05/2019,#NOM?,21,21,1136,119,67,1,0.0029069767441860465,0.2477849587850521,Vert (Risque Faible)
33120,2019,3,18N,28655,50195,Fagusbibidabucio,Aubigubucus,53758,FRANCE,3921902000,FRANCE,8797,30/05/2019,-- imprimÃ©s,35,35,736,254,67,1,0.0,0.21097230031884512,Vert (Risque Faible)
33121,2018,1,10S,45,490,Abebibofrigunus,Anbonulaunus,11211,FRANCE,7007290000,FRANCE,8797,13/07/2021,- Verres formes de feuilles contre- collees :-- Autres                                                                                                                                                                                                         ,35,35,542,0,67,1,0.0029069767441860465,0.10543017085868395,Vert (Risque Faible)
33122,2018,1,10S,34080,47573,Bafrilus,Eugusfrigutor,11212,ÉTATS-UNIS,8703332010,ESPAGNE,8797,13/07/2021,-----D UNE CYLINDRÃ©E COMPRISE ENTRE 2500CM3 ET 3115CM3,110,33,2930,79,67,0,0.0,0.5364044974373865,Orange (Risque Modéré)
33123,2019,1,18N,32334,82297,Begugusfrigustus,Bebofritus,53782,CHINE,9619001000,CHINE,8797,30/05/2019,"- Serviettes et tampons hygiÃ©niques, y compris les articles similaires",21,21,1180,98,67,1,0.0,0.1140051881892199,Vert (Risque Faible)
33124,2018,4,15M,6482,6482,Bafribofridatus,Enulius,12203,SÉNÉGAL,303330000,SÉNÉGAL,9969,21/03/2018,"- POISSONS PLATS (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE ET CITHARIDAE),A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--SOLES (SOLEA SPP.)",96,93,2746,77,85,1,0.561046511627907,0.22745431889796341,Vert (Risque Faible)
33125,2018,1,10S,34080,34080,Bafrilus,Bafrilus,11213,CHINE,2833190000,CHINE,1450,13/07/2021,- Sulfates de sodium :-- Autres                                                                                                                                                                                                                                ,21,21,1044,79,3,1,0.39244186046511625,0.3270868604048596,Vert (Risque Faible)
33126,2019,1,18N,33993,30961,Aunulaububotin,Didabobugusdanus,53812,INDE,3004909000,FRANCE,8797,30/05/2019,#NOM?,46,35,2010,64,67,0,0.0755813953488372,0.5653081115767259,Orange (Risque Modéré)
33127,2018,1,10S,79406,79406,Ebegusfrifritor,Ebegusfrifritor,11214,JAPON,8703332010,BELGIQUE,1450,13/07/2021,-----D UNE CYLINDRÃ©E COMPRISE ENTRE 2500CM3 ET 3115CM3,53,11,2573,208,3,0,0.0813953488372093,0.710393293238359,Rouge (Très Susceptible de Fraude)
33128,2019,3,18N,33040,127844,Binulaudacio,Annulaubebues,53834,FRANCE,8418299000,FRANCE,8797,30/05/2019,#NOM?,35,35,656,122,67,1,0.0,0.042438061381713556,Vert (Risque Faible)
33129,2018,1,10S,79406,79406,Ebegusfrifritor,Ebegusfrifritor,11216,JAPON,8703332010,BELGIQUE,1450,13/07/2021,-----D UNE CYLINDRÃ©E COMPRISE ENTRE 2500CM3 ET 3115CM3,53,11,2573,208,3,0,0.0813953488372093,0.5765108228658995,Orange (Risque Modéré)
33130,2019,8,18N,107395,107395,Balius,Balius,53838,FRANCE,2103909900,FRANCE,8797,30/05/2019,#NOM?,35,35,1087,81,67,1,0.055232558139534885,0.18165252752050115,Vert (Risque Faible)
33131,2019,1,18N,28681,81406,Alfrifrilius,Begusbolus,53844,CHINE,8201109000,CHINE,8797,30/05/2019,#NOM?,21,21,1278,26,67,1,0.06686046511627906,0.025387045479425736,Vert (Risque Faible)
33132,2018,1,10S,79406,79406,Ebegusfrifritor,Ebegusfrifritor,11217,ALLEMAGNE,8703232010,ÉTATS-UNIS,1450,13/07/2021,----USAGES D UNE CYLINDRÃ©E COMPRISE ENTRE 1500CM3 ET 2180CM3,3,106,2573,208,3,0,0.0813953488372093,0.5760784583044446,Orange (Risque Modéré)
33133,2021,1,15M,91861,58315,Banus,Anbebecio,11352,SÉNÉGAL,303890000,CHINE,1450,22/01/2021,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",96,21,475,83,3,0,0.0,0.4997983824335996,Orange (Risque Modéré)
33134,2018,2,10S,79406,79406,Ebegusfrifritor,Ebegusfrifritor,11217,ÉTATS-UNIS,10010,ÉTATS-UNIS,1450,13/07/2021,EFFETS PERSONNELS USAGES                                                                                                                                                                                                                                       ,110,106,2573,208,3,1,0.0813953488372093,0.21121385614234905,Vert (Risque Faible)
33135,2018,3,15M,51495,32701,Alnulaucus,Algusbefribotor,12220,SÉNÉGAL,307590000,SÉNÉGAL,5984,21/03/2018,- POULPES OU PIEUVRES (OCTOPUS SPP.) :-- AUTRES    ,96,93,407,31,45,1,0.0029069767441860465,0.21865484487630457,Vert (Risque Faible)
33136,2019,2,18N,91861,25957,Banus,Anaunulautin,53893,TURQUIE,7217109000,TURQUIE,8797,30/05/2019,#NOM?,105,100,473,83,67,1,0.0029069767441860465,0.16625497468716893,Vert (Risque Faible)
33137,2019,1,18N,32441,21925,Eunulaubees,Algubutus,53907,ARABIE SAOUDITE,3901900000,ARABIE SAOUDITE,8797,30/05/2019,#NOM?,5,6,385,236,67,1,0.00872093023255814,0.193144605281278,Vert (Risque Faible)
33138,2019,1,18N,69854,69854,Dubibubegubotus,Dubibubegubotus,53909,ITALIE,4802699000,ITALIE,1450,30/05/2019,#NOM?,52,54,2362,190,3,1,0.020348837209302327,0.23528902278328015,Vert (Risque Faible)
33139,2018,2,15M,51495,610,Alnulaucus,Abibocus,12245,SÉNÉGAL,303490000,SÉNÉGAL,9969,19/04/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",96,93,28,31,85,1,0.005813953488372093,0.22825203222559648,Vert (Risque Faible)
33140,2019,8,18N,28681,37025,Alfrifrilius,Algusbifribedanus,53928,CHINE,7321119900,CHINE,8797,30/05/2019,#NOM?,21,21,410,26,67,1,0.03779069767441861,0.04785038132912298,Vert (Risque Faible)
33141,2018,4,10S,38988,71816,Afridabecio,Difrifritor,14353,INDE,6813890000,INDE,8797,28/01/2018,- CONTENANT DE LAMIANTE:-- AUTRES                                                                                                                                                                                                                              ,46,48,2040,8,67,1,0.029069767441860468,0.2450547091801659,Vert (Risque Faible)
33142,2019,3,18N,31582,110021,Fafrigulius,Dabibofribolus,53956,FRANCE,8421211000,FRANCE,8797,30/05/2019,#NOM?,35,35,1729,250,67,1,0.0,0.1678145129440408,Vert (Risque Faible)
33143,2019,1,18N,33040,125590,Binulaudacio,Anfributus,53984,CHINE,7210909000,CHINE,8797,30/05/2019,#NOM?,21,21,594,122,67,1,0.0,0.1264424802815328,Vert (Risque Faible)
33144,2019,3,18N,91861,58777,Banus,Dafrigusfrifritus,53992,ITALIE,8528690000,ITALIE,8797,30/05/2019,-PROJECTEURS : -- AUTRES ,52,54,1836,83,67,1,0.0029069767441860465,0.012709703654827095,Vert (Risque Faible)
33145,2018,5,10S,38988,71816,Afridabecio,Difrifritor,14353,INDE,7007110000,INDE,8797,28/01/2018,"- Verres trempes :-- De dimensions et formats permettant leur emploi dans les automobiles, vehiculesaeriens, bateaux ou                                                                                                                                        ",46,48,2040,8,67,1,0.029069767441860468,0.19531011462693315,Vert (Risque Faible)
33146,2019,1,18N,9491,9491,Eufritor,Fabobodacio,53996,MALI,4407990000,MALI,3550,19/06/2019,- AUTRES :-- AUTRES,62,63,3009,231,21,1,0.07267441860465115,0.15241320459083046,Vert (Risque Faible)
33147,2019,1,18N,30148,127949,Aldalus,Bebenulauboes,54005,CHINE,3923309000,CHINE,8797,19/06/2019,#NOM?,21,21,1131,23,67,1,0.0,0.1869846975513574,Vert (Risque Faible)
33148,2018,1,15M,29634,63458,Ebonulauboes,Aububigusius,12265,SÉNÉGAL,303890000,SÉNÉGAL,5984,11/04/2018,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",96,93,773,211,45,1,0.00872093023255814,0.27551536229790874,Vert (Risque Faible)
33149,2018,1,15M,22021,33775,Eugudaguguses,Dadabutor,12266,SÉNÉGAL,302730000,SÉNÉGAL,9969,11/04/2018,Unknown,96,93,1804,232,85,1,0.014534883720930232,0.29978234560377437,Vert (Risque Faible)
33150,2018,6,10S,38988,71816,Afridabecio,Difrifritor,14353,INDE,7307290000,INDE,8797,28/01/2018,"- Autres, en aciers inoxydables :-- Autres                                                                                                                                                                                                                     ",46,48,2040,8,67,1,0.029069767441860468,0.14920125165299516,Vert (Risque Faible)
33151,2018,2,15M,22021,33775,Eugudaguguses,Dadabutor,12266,SÉNÉGAL,302450000,SÉNÉGAL,9969,11/04/2018,Unknown,96,93,1804,232,85,1,0.014534883720930232,0.19469859092596611,Vert (Risque Faible)
33152,2019,1,18N,9491,9491,Eufritor,Fabobodacio,54039,MALI,4407990000,MALI,3550,19/06/2019,- AUTRES :-- AUTRES,62,63,3009,231,21,1,0.07267441860465115,0.3119623615773115,Vert (Risque Faible)
33153,2019,1,18N,32423,38066,Aubigunules,Dubobifrilius,54078,GHANA,803101000,GHANA,8797,19/06/2019,- PLANTAINS :-- FRAICHES,38,38,2383,54,67,1,0.023255813953488372,0.2755618537300861,Vert (Risque Faible)
33154,2019,1,18N,2,123572,Dobigusgudabotor,Anbetus,54111,INDE,713409000,INDE,8797,19/06/2019,#NOM?,46,48,498,173,67,1,0.03197674418604651,0.03428112578356025,Vert (Risque Faible)
33155,2018,3,15M,22021,33775,Eugudaguguses,Dadabutor,12266,SÉNÉGAL,302890000,SÉNÉGAL,9969,11/04/2018,"-AUTRES POISSONS, À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0302.91 À 0302.99:
-- AUTRES",96,93,1804,232,85,1,0.014534883720930232,0.06104637390589664,Vert (Risque Faible)
33156,2019,1,18N,2,415,Dobigusgudabotor,Fagusdanules,54146,FRANCE,3004909000,FRANCE,8797,19/06/2019,#NOM?,35,35,3144,173,67,1,0.0755813953488372,0.3106255289539455,Vert (Risque Faible)
33157,2019,1,18N,2,639,Dobigusgudabotor,Aubebetin,54150,THAÏLANDE,8704211990,BELGIQUE,8797,19/06/2019,"- AUTRES, À MOTEUR-- D'UN POIDS EN CHARGE MAXIMAL N'EXCÉDANT PAS 5 TONNES :--- NEUFS :---- AUTRES :----- AUTRES",100,11,696,173,67,0,0.06686046511627906,0.49245439114665224,Orange (Risque Modéré)
33158,2019,1,18N,2,88,Dobigusgudabotor,Bebigusdatus,54173,FRANCE,4911999900,FRANCE,8797,19/06/2019,#NOM?,35,35,1153,173,67,1,0.10174418604651161,0.22613502942319333,Vert (Risque Faible)
33159,2019,3,18N,2,8956,Dobigusgudabotor,Aubobobeguslus,54174,CHINE,8544499000,CHINE,8797,19/06/2019,#NOM?,21,21,753,173,67,1,0.026162790697674417,0.09119011015678961,Vert (Risque Faible)
33160,2019,1,18N,7512,7512,Difricio,Fadagustus,54183,UKRAINE,7213919000,UKRAINE,1159,19/06/2019,#NOM?,106,101,3071,160,1,1,0.29069767441860467,0.2057926836323709,Vert (Risque Faible)
33161,2019,1,18N,35,104974,Dobebodanules,Dofriguslius,54195,AFRIQUE DU SUD,8704211990,AFRIQUE DU SUD,1159,19/06/2019,"- AUTRES, À MOTEUR-- D'UN POIDS EN CHARGE MAXIMAL N'EXCÉDANT PAS 5 TONNES :--- NEUFS :---- AUTRES :----- AUTRES",0,0,2253,166,1,1,0.0029069767441860465,0.17868119417297557,Vert (Risque Faible)
33162,2019,1,18N,38988,127979,Afridabecio,Ebobifritus,54202,FRANCE,8703332000,FRANCE,8797,19/06/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON À ALLUMAGE PAR COMPRESSION (DIESEL OU SEMI-DIESEL) : -- D'UNE CYLINDRÉE EXCÉDANT 2500 CM3 : ---USAGÉS",35,35,2597,8,67,1,0.0,0.2656753282337199,Vert (Risque Faible)
33163,2018,4,15M,7,14284,Adalus,Eugufribebunus,12387,SÉNÉGAL,303330000,SÉNÉGAL,5984,27/03/2018,"- POISSONS PLATS (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE ET CITHARIDAE),A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--SOLES (SOLEA SPP.)",96,93,2907,7,45,1,0.0,0.1680780762287213,Vert (Risque Faible)
33164,2018,3,15M,51495,13862,Alnulaucus,Abenulautin,12395,SÉNÉGAL,303890000,SÉNÉGAL,6171,27/03/2018,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",96,93,23,31,48,1,0.11337209302325581,0.2272430423766696,Vert (Risque Faible)
33165,2019,1,18N,24036,24036,Aubifrigulius,Aubifrigulius,54223,ÉMIRATS ARABES UNIS,2009909000,ÉMIRATS ARABES UNIS,1159,19/06/2019,#NOM?,109,105,733,53,1,1,0.03488372093023256,0.2446485614726878,Vert (Risque Faible)
33166,2018,1,15M,29634,32429,Ebonulauboes,Dicio,12396,SÉNÉGAL,303890000,SÉNÉGAL,6171,27/03/2018,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",96,93,2003,211,48,1,0.029069767441860468,0.30742006132371763,Vert (Risque Faible)
33167,2018,1,15M,29634,32429,Ebonulauboes,Dicio,12397,SÉNÉGAL,303890000,SÉNÉGAL,6171,27/03/2018,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",96,93,2003,211,48,1,0.029069767441860468,0.27161542602804467,Vert (Risque Faible)
33168,2018,1,15M,29634,32429,Ebonulauboes,Dicio,12398,SÉNÉGAL,303890000,SÉNÉGAL,6171,27/03/2018,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",96,93,2003,211,48,1,0.029069767441860468,0.2283875445375564,Vert (Risque Faible)
33169,2019,1,18N,38988,32950,Afridabecio,Braubudanules,54292,ARGENTINE,713109000,ARGENTINE,9268,19/06/2019,#NOM?,6,7,1590,8,73,1,0.0,0.2999333240639063,Vert (Risque Faible)
33170,2019,3,18N,2,88,Dobigusgudabotor,Bebigusdatus,54302,FRANCE,3814009000,FRANCE,8797,19/06/2019,#NOM?,35,35,1153,173,67,1,0.10174418604651161,0.12364800453792474,Vert (Risque Faible)
33171,2018,1,15M,38988,86299,Afridabecio,Didabibebubutor,12399,SÉNÉGAL,303490000,SÉNÉGAL,5984,27/03/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",96,93,2007,8,45,1,0.026162790697674417,0.16555661849921988,Vert (Risque Faible)
33172,2019,7,18N,30148,110615,Aldalus,Dagusbenulautus,54310,CHINE,8424820000,CHINE,8797,19/06/2019,-AUTRES APPAREILS : --POUR L'AGRICULTURE OU L'HORTICULTURE,21,21,1872,23,67,1,0.005813953488372093,0.007843469943769651,Vert (Risque Faible)
33173,2019,1,18N,33309,33309,Bafrigusnulius,Agubues,54313,JAPON,8703232000,BELGIQUE,1450,19/06/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON ALTERNATIF À ALLUMAGE PAR ÉTINCELLES :--D'UNE CYLINDRÉE EXCÉDANT 1500CM3 MAIS N'EXCÉDANT PAS 3000CM3 :---USAGÉS",53,11,178,78,3,0,1.0,0.9453984338170485,Rouge (Très Susceptible de Fraude)
33174,2018,2,15M,38988,86299,Afridabecio,Didabibebubutor,12399,SÉNÉGAL,303490000,SÉNÉGAL,5984,27/03/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",96,93,2007,8,45,1,0.026162790697674417,0.17397853482796108,Vert (Risque Faible)
33175,2018,1,15M,51495,13862,Alnulaucus,Abenulautin,12400,SÉNÉGAL,307590000,SÉNÉGAL,6171,27/03/2018,- POULPES OU PIEUVRES (OCTOPUS SPP.) :-- AUTRES    ,96,93,23,31,48,1,0.11337209302325581,0.036318281909230275,Vert (Risque Faible)
33176,2019,1,18N,32441,32441,Eunulaubees,Eunulaubees,54332,CHINE,3808939000,CHINE,1450,19/06/2019,#NOM?,21,21,2940,236,3,1,0.22965116279069767,0.24965628156184586,Vert (Risque Faible)
33177,2018,2,15M,51495,13862,Alnulaucus,Abenulautin,12400,SÉNÉGAL,307490000,SÉNÉGAL,6171,27/03/2018,- SEICHES ET SEPIOLES; CALMARS ET ENCORNETS :-- AUTRES,96,93,23,31,48,1,0.11337209302325581,0.04960216631347088,Vert (Risque Faible)
33178,2019,10,18N,28655,25630,Fagusbibidabucio,Babobegubelius,54341,PAYS-BAS,8205519000,PAYS-BAS,8797,19/06/2019,#NOM?,76,74,956,254,67,1,0.0,0.12585412283655714,Vert (Risque Faible)
33179,2018,1,15M,51495,13862,Alnulaucus,Abenulautin,12401,SÉNÉGAL,307590000,SÉNÉGAL,6171,27/03/2018,- POULPES OU PIEUVRES (OCTOPUS SPP.) :-- AUTRES    ,96,93,23,31,48,1,0.11337209302325581,0.1154878190840963,Vert (Risque Faible)
33180,2018,2,15M,51495,13862,Alnulaucus,Abenulautin,12401,SÉNÉGAL,307490000,SÉNÉGAL,6171,27/03/2018,- SEICHES ET SEPIOLES; CALMARS ET ENCORNETS :-- AUTRES,96,93,23,31,48,1,0.11337209302325581,0.32967517423767784,Vert (Risque Faible)
33181,2019,1,18N,2,25669,Dobigusgudabotor,Braubibibicus,54400,TURQUIE,9406900000,TURQUIE,8797,19/06/2019,#NOM?,105,100,1548,173,67,1,0.08430232558139535,0.1998636529033668,Vert (Risque Faible)
33182,2019,1,18N,69854,127992,Dubibubegubotus,Bigudabitin,54420,CHINE,8516791000,CHINE,8797,19/06/2019,--- Bouilloir Ã©lectrique,21,21,1480,190,67,1,0.0,0.09888077500541244,Vert (Risque Faible)
33183,2019,4,18N,31582,80000,Fafrigulius,Algusfridagufrilus,54429,FRANCE,8528729000,FRANCE,8797,19/06/2019,#NOM?,35,35,423,250,67,1,0.005813953488372093,0.14413624765135555,Vert (Risque Faible)
33184,2019,8,18N,31582,80000,Fafrigulius,Algusfridagufrilus,54429,FRANCE,7321111900,FRANCE,8797,19/06/2019,#NOM?,35,35,423,250,67,1,0.005813953488372093,0.23651604506701931,Vert (Risque Faible)
33185,2018,3,15M,51495,13862,Alnulaucus,Abenulautin,12401,SÉNÉGAL,303890000,SÉNÉGAL,6171,27/03/2018,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",96,93,23,31,48,1,0.11337209302325581,0.20954685360324654,Vert (Risque Faible)
33186,2019,2,18N,33293,27691,Babobububinus,Befribofritin,54460,FRANCE,2106909100,GAMBIE,311,19/06/2019,--- Poudres utilisÃ©es dans la fabrication des bouillons (masses partielles),35,37,1233,68,15,0,0.00872093023255814,0.5439277921471282,Orange (Risque Modéré)
33187,2019,3,18N,21144,26924,Bebugusbelius,Egugusdacus,54467,FRANCE,3808949000,FRANCE,4325,19/06/2019,#NOM?,35,35,2703,91,30,1,0.0,0.28591793804110494,Vert (Risque Faible)
33188,2018,1,15M,51495,25755,Alnulaucus,Abobebobebicio,12435,CHINE,303890000,CHINE,5240,25/04/2018,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",21,21,52,31,36,1,0.14825581395348836,0.09205021953807571,Vert (Risque Faible)
33189,2019,1,18N,59305,109939,Didaboes,Anfrinulaucus,54515,CÔTE D'IVOIRE,3401191000,CÔTE D'IVOIRE,8797,14/06/2019,-- Autres : --- Savons de MÃ©nage,29,29,608,156,67,1,0.005813953488372093,0.06968746497866862,Vert (Risque Faible)
33190,2019,1,18N,111107,27900,Banulaudabibulus,Enulaubocus,54581,FRANCE,8471419000,FRANCE,8797,14/06/2019,#NOM?,35,35,2731,82,67,1,0.00872093023255814,0.04555268276477487,Vert (Risque Faible)
33191,2019,1,18N,97702,109557,Egusbutor,Bibebinules,54595,FRANCE,8205519000,FRANCE,8797,14/06/2019,#NOM?,35,35,1327,215,67,1,0.07267441860465115,0.07632332993012325,Vert (Risque Faible)
33192,2018,1,15M,92346,33089,Difrigunulaubitus,Dobobibebibucus,12502,SÉNÉGAL,303890000,SÉNÉGAL,5984,03/04/2018,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",96,93,2158,161,45,1,0.05232558139534884,0.15363466456094402,Vert (Risque Faible)
33193,2018,1,15M,92346,33089,Difrigunulaubitus,Dobobibebibucus,12503,SÉNÉGAL,303890000,SÉNÉGAL,5984,03/04/2018,"-AUTRES POISSONS À L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
-- AUTRES",96,93,2158,161,45,1,0.05232558139534884,0.07803567417676428,Vert (Risque Faible)
33194,2019,1,18N,104732,81406,Abubudabees,Begusbolus,54650,CHINE,3926909900,CHINE,8797,14/06/2019,#NOM?,21,21,1278,5,67,1,0.06686046511627906,0.04479074446915568,Vert (Risque Faible)
33195,2019,1,18N,13668,123834,Begulius,Dagusgusnus,54656,FRANCE,8528739000,FRANCE,8797,14/06/2019,#NOM?,35,35,1886,99,67,1,0.0,0.04729137348282459,Vert (Risque Faible)
33196,2019,1,18N,91861,127862,Banus,Dugusdafrilus,54682,FRANCE,8704212000,FRANCE,8797,14/06/2019,"- AUTRES, À MOTEUR-- D'UN POIDS EN CHARGE MAXIMAL N'EXCÉDANT PAS 5 TONNES :--- USAGÉS",35,35,2517,83,67,1,0.0,0.1543606489021373,Vert (Risque Faible)
33197,2019,4,18N,74,74,Dibecio,Beguscio,54690,FRANCE,8418309000,FRANCE,1159,14/06/2019,#NOM?,35,35,1280,147,1,1,0.011627906976744186,0.18131740184183465,Vert (Risque Faible)
33198,2018,1,10S,79406,79406,Ebegusfrifritor,Ebegusfrifritor,11219,SÉNÉGAL,1704900000,SÉNÉGAL,5984,13/07/2021,#NOM?,96,93,2573,208,45,1,0.0813953488372093,0.0849665944687714,Vert (Risque Faible)
33199,2019,1,18N,2,415,Dobigusgudabotor,Fagusdanules,54724,FRANCE,3004909000,FRANCE,8797,14/06/2019,#NOM?,35,35,3144,173,67,1,0.0755813953488372,0.09209982792111077,Vert (Risque Faible)
