numero,annee,article,bureau,code_commission,code_imp,commissionnaire,importateur,numero.1,origine,produit,provenance,regime,date,libelle_produit,origine_encoded,provenance_encoded,importateur_encoded,commissionnaire_encoded,regime_encoded,pays_correspondance,transaction_repetitivite,risk_score,risk_category
30000,2019,1,18N,53455,121984,Anbufritus,Befrinulaubotin,20496,CONGO,8703332000,CONGO,8797,08/01/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON À ALLUMAGE PAR COMPRESSION (DIESEL OU SEMI-DIESEL) : -- D'UNE CYLINDRÉE EXCÉDANT 2500 CM3 : ---USAGÉS",24,24,1247,38,67,1,0.0,0.17194102002080264,Vert (Risque Faible)
30001,2018,1,10S,7512,7512,Difricio,Fadagustus,10887,SÉNÉGAL,7215900000,SÉNÉGAL,5984,13/07/2021,#NOM?,96,93,3071,160,45,1,0.29069767441860467,0.12760110395114102,Vert (Risque Faible)
30002,2018,1,10S,32640,50711,Duguscio,Bagusius,10888,CHINE,9004100000,CHINE,8797,13/07/2021,#NOM?,21,21,1084,198,67,1,0.011627906976744186,0.17417661726339326,Vert (Risque Faible)
30003,2019,1,18N,39127,39127,Algunules,Algunules,20549,MAURITANIE,803101000,MAURITANIE,1450,08/01/2019,- PLANTAINS :-- FRAICHES,66,66,401,28,3,1,0.0,0.1532281189856386,Vert (Risque Faible)
30004,2019,1,18N,91861,91861,Banus,Banus,20572,JAPON,8703332000,BELGIQUE,1450,08/01/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON À ALLUMAGE PAR COMPRESSION (DIESEL OU SEMI-DIESEL) : -- D'UNE CYLINDRÉE EXCÉDANT 2500 CM3 : ---USAGÉS",53,11,1108,83,3,0,0.06104651162790698,0.6878872849216655,Orange (Risque Modéré)
30005,2019,1,18N,33309,33309,Bafrigusnulius,Agubues,20587,JAPON,8704212000,BELGIQUE,1450,08/01/2019,"- AUTRES, À MOTEUR-- D'UN POIDS EN CHARGE MAXIMAL N'EXCÉDANT PAS 5 TONNES :--- USAGÉS",53,11,178,78,3,0,1.0,0.702241272911375,Rouge (Très Susceptible de Fraude)
30006,2018,2,13L,62,32442,Aldagubiguscio,Dubigubifritor,23518,NIGÉRIA,2709000000,SÉNÉGAL,9293,21/11/2018,HUILES BRUTES DE PETROLE  OU DE MINERAUX BITUMINEUX                                                                                                                                                         ,70,93,2367,21,74,0,0.011627906976744186,0.5777361144842417,Orange (Risque Modéré)
30007,2018,1,13L,62,61899,Aldagubiguscio,Anbibigugudanus,23519,S.A.R.,2710192100,SÉNÉGAL,1723,21/11/2018,#NOM?,85,93,502,21,9,0,0.020348837209302327,0.49423859829853956,Orange (Risque Modéré)
30008,2019,2,18N,24092,461,Dofribigustin,Bibudabidanus,20607,CHINE,9019101000,CHINE,9268,19/02/2019,-- Â«Â JacuzziÂ Â» et appareils dÂhydromassage similaires,21,21,1399,181,73,1,0.0755813953488372,0.12421979172346252,Vert (Risque Faible)
30009,2018,2,10S,32640,50711,Duguscio,Bagusius,10888,CHINE,8512200000,CHINE,8797,13/07/2021,#NOM?,21,21,1084,198,67,1,0.011627906976744186,0.04558217975576928,Vert (Risque Faible)
30010,2019,1,18N,34202,114941,Eubugunulaubilius,Dobibobitus,20626,FRANCE,8701202000,BELGIQUE,8797,19/02/2019,-- UsagÃ©s,35,11,2139,230,67,0,0.0,0.5646271813551615,Orange (Risque Modéré)
30011,2019,2,18N,22187,46466,Eubinules,Augusgusbolus,20628,CHINE,9619002100,CHINE,8797,19/02/2019,-- Couches et langes pour bÃ©bÃ©s,21,21,877,225,67,1,0.005813953488372093,0.10189054525893759,Vert (Risque Faible)
30012,2018,3,10S,32640,50711,Duguscio,Bagusius,10888,CHINE,6306190000,CHINE,8797,13/07/2021,- Baches et stores d exterieur :-- D autres matieres textiles                                                                                                                                                                                                  ,21,21,1084,198,67,1,0.011627906976744186,0.08220148598054731,Vert (Risque Faible)
30013,2019,2,18N,52399,713,Dabobonules,Benulaulus,20631,CHINE,9619002100,CHINE,8797,19/02/2019,-- Couches et langes pour bÃ©bÃ©s,21,21,1317,133,67,1,0.0,0.16323447044236722,Vert (Risque Faible)
30014,2019,1,18N,32441,70774,Eunulaubees,Ebilius,20637,CHINE,8421219000,CHINE,9691,19/02/2019,#NOM?,21,21,2593,236,80,1,0.1191860465116279,0.25446935099013496,Vert (Risque Faible)
30015,2019,1,18N,31166,31166,Enulautus,Digucus,20648,ÉMIRATS ARABES UNIS,8711909000,ÉMIRATS ARABES UNIS,1450,19/02/2019,- AUTRES :-- AUTRES,109,105,2061,220,3,1,0.7296511627906976,0.3337443019708967,Vert (Risque Faible)
30016,2019,2,18N,96884,96884,Ebobefritus,Ebobefritus,20664,ALLEMAGNE,3923299000,ALLEMAGNE,1450,19/02/2019,"- Sacs, sachets, pochettes et cornets :-- En autres matieres plastiques",3,3,2595,209,3,1,0.07267441860465115,0.24601549727638805,Vert (Risque Faible)
30017,2019,1,18N,31166,31166,Enulautus,Digucus,20679,JAPON,8703332000,BELGIQUE,1450,19/02/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON À ALLUMAGE PAR COMPRESSION (DIESEL OU SEMI-DIESEL) : -- D'UNE CYLINDRÉE EXCÉDANT 2500 CM3 : ---USAGÉS",53,11,2061,220,3,0,0.7296511627906976,0.7025965870406449,Rouge (Très Susceptible de Fraude)
30018,2018,4,10S,32640,50711,Duguscio,Bagusius,10888,CHINE,3506100000,CHINE,8797,13/07/2021,"- Produits de toute espece a usage de colles ou dadhesifs, conditionnes pour la vente au detail comme colles ou adhesif                                                                                                                                        ",21,21,1084,198,67,1,0.011627906976744186,0.09343070586796491,Vert (Risque Faible)
30019,2018,5,10S,32640,50711,Duguscio,Bagusius,10888,CHINE,8212100000,CHINE,8797,13/07/2021,#NOM?,21,21,1084,198,67,1,0.011627906976744186,0.09850408843857084,Vert (Risque Faible)
30020,2019,1,18N,57499,111235,Eububoguslus,Eugusbies,20711,JAPON,8703232000,ÉTATS-UNIS,8797,19/02/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON ALTERNATIF À ALLUMAGE PAR ÉTINCELLES :--D'UNE CYLINDRÉE EXCÉDANT 1500CM3 MAIS N'EXCÉDANT PAS 3000CM3 :---USAGÉS",53,106,2923,228,67,0,0.0,0.401166404623072,Orange (Risque Modéré)
30021,2019,1,18N,2,2,Dobigusgudabotor,Ebogutus,20727,ALLEMAGNE,1905909000,ALLEMAGNE,1450,19/02/2019,-Autres:--Autres,3,3,2618,173,3,1,0.26744186046511625,0.37561910615944283,Vert (Risque Faible)
30022,2019,4,18N,2,2,Dobigusgudabotor,Ebogutus,20727,ALLEMAGNE,2202910000,ALLEMAGNE,1450,19/02/2019,- AUTRES: -- BIERE SANS ALCOOL,3,3,2618,173,3,1,0.26744186046511625,0.2387014291785417,Vert (Risque Faible)
30023,2019,8,18N,21144,10901,Bebugusbelius,Audagubinus,20732,ÉMIRATS ARABES UNIS,7612901000,ÉMIRATS ARABES UNIS,1450,19/02/2019,BOITES Y COMPRIS LES CANETTES VIDES EN ALUMINIUM,109,105,806,91,3,1,0.026162790697674417,0.05164361112630204,Vert (Risque Faible)
30024,2019,5,18N,16841,30961,Babobebunus,Didabobugusdanus,20773,ITALIE,5601210000,FRANCE,8797,19/02/2019,- OUATES DE MATIÈRES TEXTILES ET ARTICLES EN CES OUATES : -- DE COTON ,52,35,2010,67,67,0,0.0755813953488372,0.5292324758498718,Orange (Risque Modéré)
30025,2018,1,10S,7512,7512,Difricio,Fadagustus,10889,SÉNÉGAL,7215900000,SÉNÉGAL,5984,13/07/2021,#NOM?,96,93,3071,160,45,1,0.29069767441860467,0.2748227050523943,Vert (Risque Faible)
30026,2019,9,18N,60176,117727,Digusguslus,Bibebues,20852,CHINE,3917399000,CHINE,8797,19/02/2019,#NOM?,21,21,1330,163,67,1,0.0,0.14189037665677046,Vert (Risque Faible)
30027,2018,2,13L,62,61899,Aldagubiguscio,Anbibigugudanus,23519,NIGÉRIA,2709000000,SÉNÉGAL,9293,21/11/2018,HUILES BRUTES DE PETROLE  OU DE MINERAUX BITUMINEUX                                                                                                                                                         ,70,93,502,21,74,0,0.020348837209302327,0.6836857304572981,Orange (Risque Modéré)
30028,2018,1,13L,62,84162,Aldagubiguscio,Albinulaunules,23520,S.A.R.,2710192100,SÉNÉGAL,1723,21/11/2018,#NOM?,85,93,284,21,9,0,0.040697674418604654,0.6060021566246484,Orange (Risque Modéré)
30029,2019,1,18N,32949,32949,Braubolius,Braubolius,20892,MAROC,7612901000,MAROC,8797,19/02/2019,BOITES Y COMPRIS LES CANETTES VIDES EN ALUMINIUM,64,65,1582,125,67,1,0.04941860465116279,0.23299210621055955,Vert (Risque Faible)
30030,2018,1,10S,32640,17728,Duguscio,Braubobetin,10891,CHINE,6908900000,CHINE,8797,13/07/2021,#NOM?,21,21,1570,198,67,1,0.03197674418604651,0.2100511259331914,Vert (Risque Faible)
30031,2019,1,18N,91568,91568,Babodagunulius,Babodagunulius,20911,ALLEMAGNE,8704212000,BELGIQUE,1450,19/02/2019,"- AUTRES, À MOTEUR-- D'UN POIDS EN CHARGE MAXIMAL N'EXCÉDANT PAS 5 TONNES :--- USAGÉS",3,11,966,70,3,0,0.09011627906976744,0.5163489825958028,Orange (Risque Modéré)
30032,2019,2,18N,82800,92139,Fabufritor,Dabudanules,20926,ALLEMAGNE,8418299000,ALLEMAGNE,8797,19/02/2019,#NOM?,3,3,1789,246,67,1,0.023255813953488372,0.17717513875465193,Vert (Risque Faible)
30033,2018,2,10S,32640,17728,Duguscio,Braubobetin,10891,CHINE,8507800000,CHINE,8797,13/07/2021,#NOM?,21,21,1570,198,67,1,0.03197674418604651,0.10839206400837342,Vert (Risque Faible)
30034,2018,3,10S,32640,17728,Duguscio,Braubobetin,10891,CHINE,8714999000,CHINE,8797,13/07/2021,#NOM?,21,21,1570,198,67,1,0.03197674418604651,0.23062263439514777,Vert (Risque Faible)
30035,2018,2,13L,62,84162,Aldagubiguscio,Albinulaunules,23520,NIGÉRIA,2709000000,SÉNÉGAL,9293,21/11/2018,HUILES BRUTES DE PETROLE  OU DE MINERAUX BITUMINEUX                                                                                                                                                         ,70,93,284,21,74,0,0.040697674418604654,0.43648682649326287,Orange (Risque Modéré)
30036,2018,3,13L,62,84162,Aldagubiguscio,Albinulaunules,23520,S.A.R.,2710192300,SÉNÉGAL,1723,21/11/2018,---- Fuel oil LÃ©ger,85,93,284,21,9,0,0.040697674418604654,0.5889350566706619,Orange (Risque Modéré)
30037,2019,4,18N,26871,60246,Dunus,Dufrigusbonus,21030,CHINE,4202299000,CHINE,8797,13/02/2019,#NOM?,21,21,2476,205,67,1,0.0,0.264623681328574,Vert (Risque Faible)
30038,2019,3,18N,104732,111826,Abubudabees,Abigulus,21031,CHINE,4418790000,TURQUIE,8797,13/02/2019,-PANNEAUX ASSEMBLES POUR REVÊTEMENTS DE SOL: -- AUTRES                         ,21,100,43,5,67,0,0.0029069767441860465,0.6648175511728986,Orange (Risque Modéré)
30039,2019,5,18N,30148,40269,Aldalus,Banulaubibelus,21034,CHINE,6304910000,CHINE,8797,13/02/2019,- AUTRES : -- EN BONNETERIE,21,21,1091,23,67,1,0.0029069767441860465,0.11794253638479159,Vert (Risque Faible)
30040,2019,6,18N,30148,40269,Aldalus,Banulaubibelus,21034,CHINE,6405909000,CHINE,8797,13/02/2019,#NOM?,21,21,1091,23,67,1,0.0029069767441860465,0.2705999774320147,Vert (Risque Faible)
30041,2019,1,18N,83889,70641,Alnulaubodaboes,Dogusaugubifrilius,21038,CHINE,4202229000,CHINE,8797,13/02/2019,#NOM?,21,21,2288,30,67,1,0.0,0.2345248158469244,Vert (Risque Faible)
30042,2019,2,18N,31166,31166,Enulautus,Digucus,21041,INDE,8714939000,INDE,1450,13/02/2019,#NOM?,46,48,2061,220,3,1,0.7296511627906976,0.4986527696138351,Orange (Risque Modéré)
30043,2019,1,18N,31166,31166,Enulautus,Digucus,21045,FRANCE,8703332000,BELGIQUE,1450,13/02/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON À ALLUMAGE PAR COMPRESSION (DIESEL OU SEMI-DIESEL) : -- D'UNE CYLINDRÉE EXCÉDANT 2500 CM3 : ---USAGÉS",35,11,2061,220,3,0,0.7296511627906976,0.9186444297217377,Rouge (Très Susceptible de Fraude)
30044,2019,1,18N,39127,65097,Algunules,Dabobefribulus,21075,FRANCE,8701202000,BELGIQUE,8797,13/02/2019,-- UsagÃ©s,35,11,1752,28,67,0,0.0,0.6496452407530522,Orange (Risque Modéré)
30045,2019,2,18N,2,76,Dobigusgudabotor,Anbubebudabicio,21080,FRANCE,8201101000,FRANCE,1159,13/02/2019,#NOM?,35,35,545,173,1,1,0.023255813953488372,0.1342770078018429,Vert (Risque Faible)
30046,2019,2,18N,91568,91568,Babodagunulius,Babodagunulius,21118,ALLEMAGNE,8703332000,BELGIQUE,1450,13/02/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON À ALLUMAGE PAR COMPRESSION (DIESEL OU SEMI-DIESEL) : -- D'UNE CYLINDRÉE EXCÉDANT 2500 CM3 : ---USAGÉS",3,11,966,70,3,0,0.09011627906976744,0.7223319194589831,Rouge (Très Susceptible de Fraude)
30047,2019,1,18N,22266,28033,Bebibibidafritin,Bidabinules,21137,MALAISIE,1511909900,MALAISIE,9268,13/02/2019,- AUTRES :-- AUTRES :--- AUTRES,61,62,1415,86,73,1,0.03197674418604651,0.02581863362233689,Vert (Risque Faible)
30048,2019,1,18N,32441,32441,Eunulaubees,Eunulaubees,21145,ITALIE,8502119000,ITALIE,1450,13/02/2019,#NOM?,52,54,2940,236,3,1,0.22965116279069767,0.10347182484206166,Vert (Risque Faible)
30049,2019,3,18N,27248,45789,Efrinus,Dotus,21164,ITALIE,8418299000,ITALIE,8797,13/02/2019,#NOM?,52,54,2328,213,67,1,0.0029069767441860465,0.2244381037983349,Vert (Risque Faible)
30050,2019,1,18N,15838,15838,Anaugubegucus,Fabobetus,21166,CHINE,8714109000,CHINE,1450,13/02/2019,#NOM?,21,21,3002,34,3,1,0.1191860465116279,0.21892394294955525,Vert (Risque Faible)
30051,2019,1,18N,32334,92907,Begugusfrigustus,Bebedatus,21173,TURQUIE,6405909000,TURQUIE,8797,13/02/2019,#NOM?,105,100,1120,98,67,1,0.00872093023255814,0.09635502791616139,Vert (Risque Faible)
30052,2019,2,18N,32334,92907,Begugusfrigustus,Bebedatus,21173,TURQUIE,4202299000,TURQUIE,8797,13/02/2019,#NOM?,105,100,1120,98,67,1,0.00872093023255814,0.1129465020722825,Vert (Risque Faible)
30053,2019,3,18N,91861,114556,Banus,Dufrifrigustus,21178,ÉMIRATS ARABES UNIS,3923309000,ÉMIRATS ARABES UNIS,8797,13/02/2019,#NOM?,109,105,2467,83,67,1,0.0,0.1623437974079298,Vert (Risque Faible)
30054,2018,4,13L,62,84162,Aldagubiguscio,Albinulaunules,23520,NIGÉRIA,2709000000,SÉNÉGAL,9293,21/11/2018,HUILES BRUTES DE PETROLE  OU DE MINERAUX BITUMINEUX                                                                                                                                                         ,70,93,284,21,74,0,0.040697674418604654,0.4782542873710173,Orange (Risque Modéré)
30055,2018,1,13L,62,81256,Aldagubiguscio,Algusnules,23521,S.A.R.,2710124000,SÉNÉGAL,1723,21/11/2018,#NOM?,85,93,428,21,9,0,0.023255813953488372,0.5922907377361937,Orange (Risque Modéré)
30056,2019,2,18N,104732,36366,Abubudabees,Alaububetus,21205,CHINE,7321111900,CHINE,8797,13/02/2019,#NOM?,21,21,228,5,67,1,0.00872093023255814,0.08241828264943472,Vert (Risque Faible)
30057,2019,1,18N,69,69,Dudacio,Dibebibigucio,21215,MAROC,4819209000,MAROC,1159,13/02/2019,#NOM?,64,65,1909,195,1,1,0.09883720930232558,0.1881622932155843,Vert (Risque Faible)
30058,2018,4,10S,32640,17728,Duguscio,Braubobetin,10891,CHINE,8523800000,CHINE,8797,13/07/2021,#NOM?,21,21,1570,198,67,1,0.03197674418604651,0.14546939451370094,Vert (Risque Faible)
30059,2019,1,18N,68075,14448,Albigustin,Bebugububedacio,21261,FRANCE,8544499000,FRANCE,6784,13/02/2019,#NOM?,35,35,1201,17,53,1,0.0813953488372093,0.27781314689569425,Vert (Risque Faible)
30060,2018,2,13L,62,81256,Aldagubiguscio,Algusnules,23521,NIGÉRIA,2709000000,SÉNÉGAL,9293,21/11/2018,HUILES BRUTES DE PETROLE  OU DE MINERAUX BITUMINEUX                                                                                                                                                         ,70,93,428,21,74,0,0.023255813953488372,0.5010877747605135,Orange (Risque Modéré)
30061,2018,5,10S,32640,17728,Duguscio,Braubobetin,10891,CHINE,8531800000,CHINE,8797,13/07/2021,#NOM?,21,21,1570,198,67,1,0.03197674418604651,0.1652125759699938,Vert (Risque Faible)
30062,2018,4,13L,62,81256,Aldagubiguscio,Algusnules,23521,NIGÉRIA,2709000000,SÉNÉGAL,9293,21/11/2018,HUILES BRUTES DE PETROLE  OU DE MINERAUX BITUMINEUX                                                                                                                                                         ,70,93,428,21,74,0,0.023255813953488372,0.5253103186045693,Orange (Risque Modéré)
30063,2019,4,18N,28085,30646,Dobenulaulus,Efribobogutus,21359,ESPAGNE,8528729000,ESPAGNE,8797,23/02/2019,#NOM?,33,33,2673,170,67,1,0.0,0.13004719210766494,Vert (Risque Faible)
30064,2019,1,18N,9491,9491,Eufritor,Fabobodacio,21374,JAPON,8704211990,ESPAGNE,1450,23/02/2019,"- AUTRES, À MOTEUR-- D'UN POIDS EN CHARGE MAXIMAL N'EXCÉDANT PAS 5 TONNES :--- NEUFS :---- AUTRES :----- AUTRES",53,33,3009,231,3,0,0.07267441860465115,0.7125929076225356,Rouge (Très Susceptible de Fraude)
30065,2019,1,18N,6352,6352,Diguslius,Fadabebefrinus,21405,CHINE,3920202000,CHINE,1450,23/02/2019,-- imprimÃ©es,21,21,3052,164,3,1,0.020348837209302327,0.24985291617429037,Vert (Risque Faible)
30066,2019,1,18N,33293,26608,Bibidaguscus,Braubetus,21408,SÉNÉGAL,709999000,SÉNÉGAL,6171,23/02/2019,#NOM?,96,93,1546,106,48,1,0.014534883720930232,0.11989682554134033,Vert (Risque Faible)
30067,2019,2,18N,33293,26608,Bibidaguscus,Braubetus,21420,SÉNÉGAL,709991000,SÉNÉGAL,6171,23/02/2019,- AUTRES :-- AUTRES :--- MAIS DOUX,96,93,1546,106,48,1,0.014534883720930232,0.20111988928950245,Vert (Risque Faible)
30068,2018,6,10S,32640,17728,Duguscio,Braubobetin,10891,CHINE,8421310000,CHINE,8797,13/07/2021,- Appareils pour la filtration ou l epuration desgaz :-- Filtres d entree d air pour moteurs a allumage par etincelles                                                                                                                                         ,21,21,1570,198,67,1,0.03197674418604651,0.1815645269659031,Vert (Risque Faible)
30069,2018,7,10S,32640,17728,Duguscio,Braubobetin,10891,CHINE,8531100000,CHINE,8797,13/07/2021,- Avertisseurs electriques pour la protection contre le vol ou l incendie et appareils similaires                                                                                                                                                              ,21,21,1570,198,67,1,0.03197674418604651,0.09920852259365538,Vert (Risque Faible)
30070,2018,8,10S,32640,17728,Duguscio,Braubobetin,10891,CHINE,8714939000,CHINE,8797,13/07/2021,#NOM?,21,21,1570,198,67,1,0.03197674418604651,0.11964566198723356,Vert (Risque Faible)
30071,2019,4,18N,34049,22649,Bebubiguses,Aufrifribegutin,21467,FRANCE,8504401000,FRANCE,9578,23/02/2019,#NOM?,35,35,822,89,77,1,0.017441860465116282,0.16613704181850011,Vert (Risque Faible)
30072,2018,3,10S,29425,41352,Braugusbibilius,Babefrigusgucio,44820,CHINE,3926909900,CHINE,8797,03/04/2018,#NOM?,21,21,920,129,67,1,0.0,0.10745725039938889,Vert (Risque Faible)
30073,2019,1,18N,2,24049,Dobigusgudabotor,Baguscus,21497,FRANCE,4802559000,FRANCE,1159,23/02/2019,#NOM?,35,35,1078,173,1,1,0.046511627906976744,0.04709007516758424,Vert (Risque Faible)
30074,2019,2,18N,91568,98790,Babodagunulius,Egubugudaes,21502,ITALIE,6304200000,ITALIE,8797,23/02/2019,-MOUSTIQUAIRES POUR LITS MENTIONNÉES DANS LA NOTE 1 DE SOUS-POSITIONS DU PRÉSENT CHAPITRE,52,54,2688,70,67,1,0.0,0.299543325219906,Vert (Risque Faible)
30075,2018,9,10S,32640,17728,Duguscio,Braubobetin,10891,CHINE,8484900000,CHINE,8797,13/07/2021,#NOM?,21,21,1570,198,67,1,0.03197674418604651,0.10937050984420578,Vert (Risque Faible)
30076,2019,1,18N,85963,44352,Dunules,Bebitus,21570,CHINE,3926909900,CHINE,8797,23/02/2019,#NOM?,21,21,1163,204,67,1,0.005813953488372093,0.024755755050824065,Vert (Risque Faible)
30077,2018,10,10S,32640,17728,Duguscio,Braubobetin,10891,CHINE,8512200000,CHINE,8797,13/07/2021,#NOM?,21,21,1570,198,67,1,0.03197674418604651,0.19039892609360867,Vert (Risque Faible)
30078,2019,4,18N,2,33610,Dobigusgudabotor,Afribobulus,21582,ALLEMAGNE,8414809000,ALLEMAGNE,6168,23/02/2019,#NOM?,3,3,140,173,47,1,0.005813953488372093,0.08468166809573649,Vert (Risque Faible)
30079,2019,1,18N,2,378,Dobigusgudabotor,Dagunulius,21597,CÔTE D'IVOIRE,3923301000,CÔTE D'IVOIRE,8797,23/02/2019,-- Ebauches ou prÃ©formes,29,29,1867,173,67,1,0.014534883720930232,0.0321871093202178,Vert (Risque Faible)
30080,2018,1,10S,31166,31166,Enulautus,Digucus,10892,JAPON,8703222000,ÉMIRATS ARABES UNIS,1450,13/07/2021,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON ALTERNATIF À ALLUMAGE PAR ÉTINCELLES: --D'UNE CYLINDRÉE EXCÉDANT 1000 CM3 MAIS N'EXCÉDANT PAS 1500 CM3 : ---USAGÉS",53,105,2061,220,3,0,0.7296511627906976,0.6632416772141346,Orange (Risque Modéré)
30081,2019,3,18N,91861,38662,Banus,Bedabifricio,21606,MAROC,8421219000,MAROC,8797,23/02/2019,#NOM?,64,65,1210,83,67,1,0.00872093023255814,0.27025695357549917,Vert (Risque Faible)
30082,2019,6,18N,33309,49217,Bafrigusnulius,Annulaugusnules,21615,ÉTATS-UNIS,8528739000,ÉTATS-UNIS,8797,23/02/2019,#NOM?,110,106,665,78,67,1,0.0,0.29222912132592294,Vert (Risque Faible)
30083,2019,1,18N,91861,19254,Banus,Egubenulaudacus,21618,ESPAGNE,8418299000,ITALIE,8797,23/02/2019,#NOM?,33,54,2684,83,67,0,0.0,0.4075355947740089,Orange (Risque Modéré)
30084,2018,2,10S,31166,31166,Enulautus,Digucus,10892,ÉMIRATS ARABES UNIS,9404290010,ÉMIRATS ARABES UNIS,1450,13/07/2021,Matelas orthopediques de dimensions < 140,109,105,2061,220,3,1,0.7296511627906976,0.28193950956934827,Vert (Risque Faible)
30085,2019,11,18N,104732,114589,Abubudabees,Algubidanus,21631,CHINE,4421999000,CHINE,8797,23/02/2019,-AUTRES : --AUTRES: ---AUTRES,21,21,380,5,67,1,0.0,0.18161021475867722,Vert (Risque Faible)
30086,2019,1,18N,2,66579,Dobigusgudabotor,Albudabibitor,21649,SÉNÉGAL,709930000,SÉNÉGAL,5984,15/02/2019,"-- Citrouilles, courges et calebasses (Cucurbita spp.) ",96,93,320,173,45,1,0.0,0.25000356241677024,Vert (Risque Faible)
30087,2019,4,18N,32334,34297,Begugusfrigustus,Anfrigusius,21672,FRANCE,1602509000,FRANCE,8797,15/02/2019,#NOM?,35,35,607,98,67,1,0.03197674418604651,0.14226964456885366,Vert (Risque Faible)
30088,2019,5,18N,20616,20616,Dadabofritin,Eugubinules,21674,FRANCE,8418299000,FRANCE,1450,15/02/2019,#NOM?,35,35,2901,140,3,1,0.014534883720930232,0.05891747898972926,Vert (Risque Faible)
30089,2019,1,18N,96884,96884,Ebobefritus,Ebobefritus,21681,CHINE,8714109000,CHINE,1450,15/02/2019,#NOM?,21,21,2595,209,3,1,0.07267441860465115,0.18891096157416015,Vert (Risque Faible)
30090,2018,1,13L,706,706,Altin,Alnus,23522,NIGÉRIA,2709000000,NIGÉRIA,5861,21/11/2018,HUILES BRUTES DE PETROLE  OU DE MINERAUX BITUMINEUX                                                                                                                                                         ,70,69,453,32,44,1,0.046511627906976744,0.2703463512178855,Vert (Risque Faible)
30091,2018,1,10S,24598,30627,Abibebotor,Dububifricus,10893,ITALIE,8438100000,ITALIE,1159,13/07/2021,"- Machines et appareils pour la boulangerie, la patisserie, la biscuiterie ou pour la fabrication des pates alimentaires                                                                                                                                       ",52,54,2408,1,1,1,0.0029069767441860465,0.05536580779059387,Vert (Risque Faible)
30092,2019,1,18N,82800,82800,Fabufritor,Fabufritor,21714,JAPON,8703332000,BELGIQUE,1450,15/02/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON À ALLUMAGE PAR COMPRESSION (DIESEL OU SEMI-DIESEL) : -- D'UNE CYLINDRÉE EXCÉDANT 2500 CM3 : ---USAGÉS",53,11,3042,246,3,0,0.4941860465116279,0.5529367395592737,Orange (Risque Modéré)
30093,2018,2,13L,706,706,Altin,Alnus,23522,NIGÉRIA,2709000000,NIGÉRIA,5861,21/11/2018,HUILES BRUTES DE PETROLE  OU DE MINERAUX BITUMINEUX                                                                                                                                                         ,70,69,453,32,44,1,0.046511627906976744,0.07104587485168634,Vert (Risque Faible)
30094,2018,1,13L,62,25668,Aldagubiguscio,Bibulius,23523,S.A.R.,2710192100,SÉNÉGAL,1723,21/11/2018,#NOM?,85,93,1407,21,9,0,0.017441860465116282,0.5398559751601433,Orange (Risque Modéré)
30095,2019,9,18N,34049,7017,Bebubiguses,Ebudanulius,21736,FRANCE,3401192000,FRANCE,8797,15/02/2019,-- Autres : --- Produits Et PrÃ©parations tensio - Actifs,35,35,2634,89,67,1,0.055232558139534885,0.24082592917889517,Vert (Risque Faible)
30096,2019,3,18N,69,69,Dudacio,Dibebibigucio,21750,INDE,4819209000,INDE,5430,15/02/2019,#NOM?,46,48,1909,195,39,1,0.09883720930232558,0.05815960842824078,Vert (Risque Faible)
30097,2019,5,18N,22187,114780,Eubinules,Braudabodadacus,21752,ÉMIRATS ARABES UNIS,8418299000,ÉMIRATS ARABES UNIS,8797,15/02/2019,#NOM?,109,105,1600,225,67,1,0.0029069767441860465,0.19046160374171797,Vert (Risque Faible)
30098,2019,4,18N,31166,31166,Enulautus,Digucus,21760,FRANCE,8712001000,FRANCE,1450,15/02/2019,PARTIES/ACCESSOIRES BICYCLETTES/AUTRES CYCLES PR INDUST.DE MONTAGE,35,35,2061,220,3,1,0.7296511627906976,0.45765640140121167,Orange (Risque Modéré)
30099,2018,2,13L,62,25668,Aldagubiguscio,Bibulius,23523,NIGÉRIA,2709000000,SÉNÉGAL,9293,21/11/2018,HUILES BRUTES DE PETROLE  OU DE MINERAUX BITUMINEUX                                                                                                                                                         ,70,93,1407,21,74,0,0.017441860465116282,0.426437096625326,Orange (Risque Modéré)
30100,2018,1,13L,91861,51780,Banus,Anbibibotin,23524,TURQUIE,2710193990,ÉMIRATS ARABES UNIS,9160,21/11/2018,#NOM?,105,105,501,83,72,0,0.0,0.5161556641249242,Orange (Risque Modéré)
30101,2018,1,13L,2,151,Dobigusgudabotor,Angusbetin,23525,SÉNÉGAL,2710193990,SÉNÉGAL,8923,21/11/2018,#NOM?,96,93,636,173,69,1,0.07848837209302326,0.1172552298435931,Vert (Risque Faible)
